symbol	direct_call_site_count	runtime_direct_call_site_count	caller_paths	caller_packages	caller_dispositions	provisional_first_hop	stage1_final_disposition	stage1_owner	stage1_basis	upstream_header_state	upstream_package_roots	upstream_declaration_candidates	next_stage
"strcpy"	"260"	"161"	"base/win32/client/vdm.c;bde/bdeheap.c;bde/bdestack.c;bde/bdesym.c;bde/bdeutil.c;bde/disasm.c;dos/command/cmdconf.c;dos/command/cmdexec.c;dos/command/cmdkeyb.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/command/cmdredir.c;dos/dem/demdir.c;dos/dem/demfcb.c;dos/dem/demgset.c;dos/dem/demmisc.c;dos/dem/demsrch.c;oemuni/toemuni.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/ccpupig.c;softpc.new/base/ccpu386/fpu.c;softpc.new/base/comms/com.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/diskbios.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/system/cmos.c;softpc.new/base/system/cmosnt.c;softpc.new/host/src/config.c;softpc.new/host/src/fprt.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_yoda.c;softpc.new/host/src/stf_conf.c;v86/scaffold/i386/softpc.c;vdmdbg/vdmdbg.c;vdmexts/disasm.c;vdmexts/heap.c;vdmexts/misc.c;vdmexts/stack.c;vdmexts/sym.c;vdmexts/util.c;vdmexts/wow.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnmpipe.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;vdmutils/graftabl/graftabl.c;wow32/debug.c;wow32/mapembed.c;wow32/wdos.c;wow32/wgdi.c;wow32/wgfont.c;wow32/wkernel.c;wow32/wkfileio.c;wow32/wkman.c;wow32/wmdisp32.c;wow32/wole2.c;wow32/wow32.c;wow32/wow32fax.c;wow32/wsdata.c;wow32/wshell.c;wow32/wsraw.c;wow32/wucomm.c;wow32/wuser.c;wow32/wuser31.c"	"base/win32;bde;dos;oemuni;softpc.new;v86;vdmdbg;vdmexts;vdmredir;vdmutils;wow32"	"adapter-backed;firmware-only;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/libw32;base/ntos/inc;com/ole32/ih;com/ole32/olethunk;com/oleaut32/dispatch;com/oleaut32/mktyplib;com/oleaut32/typelib;ds/netapi/xactsrv;shell/lz/lib;windows/core/ntgdi"	"base/crts/libw32/include/string.h:114;base/crts/libw32/include/string.h:123;base/crts/libw32/include/tchar.h:476;base/ntos/inc/cxport.h:333;base/ntos/inc/cxport.h:372;com/ole32/ih/hkldinp.h:47;com/ole32/olethunk/ole16/inc/ole2int.h:52;com/ole32/olethunk/ole16/inc/ole2ui.h:50;com/ole32/olethunk/ole16/inc/string.h:67;com/ole32/olethunk/ole16/inc/tchar.h:429;com/oleaut32/dispatch/oledisp.h:163;com/oleaut32/dispatch/oledisp.h:222;com/oleaut32/dispatch/oledisp.h:230;com/oleaut32/mktyplib/mktyplib.h:94;com/oleaut32/typelib/xstring.h:36;ds/netapi/xactsrv/xsprocsp.h:60;shell/lz/lib/translat.h:123;windows/core/ntgdi/printers/rasprint.sp1/rasddui/main.h:139;windows/core/ntgdi/printers/rasprint/rasddui/main.h:139"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strcspn"	"2"	"0"	"softpc.new/base/debug/pigyoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;ds/netapi/svcdlls;public/internal/base;public/sdk/inc;sdktools/jetadmin/cola.sdk;sdktools/mapmsg/mapmsg.h;sdktools/vctools/nmake;sdktools/vctools/pmake;sdktools/vi/env.h;sdktools/wap/crtdll"	"base/crts/crtw32/h/string.h:210;base/crts/crtw32/h/tchar.h:950;base/crts/crtw32/h/v2tov3.h:65;base/crts/crtw32/h/v2tov3.h:67;base/crts/libw32/include/string.h:147;base/crts/libw32/include/tchar.h:867;com/ole32/olethunk/ole16/inc/string.h:68;com/ole32/olethunk/ole16/inc/tchar.h:430;ds/netapi/svcdlls/alrsvc/lmnetlib.h:34;public/internal/base/inc/tstr.h:190;public/sdk/inc/crt/string.h:147;public/sdk/inc/crt/tchar.h:867;public/sdk/inc/pcrt32.h:21;public/sdk/inc/windowsx.h:1253;sdktools/jetadmin/cola.sdk/netware/unicode.h:270;sdktools/mapmsg/mapmsg.h:31;sdktools/vctools/nmake/nmake.h:134;sdktools/vctools/pmake/inc/nmake.h:421;sdktools/vi/env.h:42;sdktools/wap/crtdll/crtapi.h:316"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"StretchBlt"	"1"	"1"	"wow32/wgdi.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntgdi"	"admin/netui/common/hack/dos/windows.h:2184;com/ole32/olethunk/ole16/inc/windows.h:2299;com/ole32/olethunk/ole16/inc/windows.h:2306;com/ole32/olethunk/ole16/inc/windows.h:2311;public/sdk/inc/mfc30/afxwin.h:732;public/sdk/inc/mfc40/afxwin.h:836;public/sdk/inc/mfc42/afxwin.h:840;public/sdk/inc/wingdi.h:105;public/sdk/inc/wingdi.h:113;public/sdk/inc/wingdi.h:1557;public/sdk/inc/wingdi.h:2732;sdktools/jetadmin/sdk/inc32/wingdi.h:102;sdktools/jetadmin/sdk/inc32/wingdi.h:110;sdktools/jetadmin/sdk/inc32/wingdi.h:1543;sdktools/jetadmin/sdk/inc32/wingdi.h:2725;sdktools/wap/gdi/gdiapi.h:279;windows/core/ntgdi/client/metarec.h:156;windows/core/ntgdi/printers/hprasdd/rasdd/stretch.h:23;windows/core/ntgdi/printers/rasprint.sp1/rasdd/stretch.h:23;windows/core/ntgdi/printers/rasprint/rasdd/stretch.h:23"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"StretchDIBits"	"1"	"1"	"wow32/wgdi.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olecnv32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntgdi"	"admin/netui/common/hack/dos/windows.h:2185;com/ole32/olecnv32/cache.h:117;com/ole32/olethunk/ole16/inc/windows.h:2300;public/sdk/inc/wingdi.h:1559;public/sdk/inc/wingdi.h:2734;sdktools/jetadmin/inc/wingdi.h:1559;sdktools/jetadmin/inc/wingdi.h:2734;sdktools/jetadmin/sdk/inc32/wingdi.h:1545;sdktools/jetadmin/sdk/inc32/wingdi.h:2727;sdktools/wap/gdi/gdiapi.h:280;windows/core/ntgdi/client/metarec.h:165"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strlen"	"261"	"196"	"base/win32/client/vdm.c;bde/disasm.c;dbg/dbg.c;dos/command/cmdconf.c;dos/command/cmdenv.c;dos/command/cmdexec.c;dos/command/cmdkeyb.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/dem/demmisc.c;dos/dem/demsrch.c;softpc.new/base/bios/reset.c;softpc.new/base/ccpu386/ccpupig.c;softpc.new/base/dasm386/dasm386.c;softpc.new/base/debug/btrace.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/system/illegalp.c;softpc.new/base/system/rom.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/fprt.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_reset.c;v86/scaffold/i386/softpc.c;vdmdbg/vdmdbg.c;vdmexts/disasm.c;vdmexts/misc.c;vdmexts/sym.c;vdmexts/wow.c;vdmredir/vrdebug.c;vdmredir/vrdlcdbg.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnmpipe.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;wow32/debug.c;wow32/mapembed.c;wow32/wcntl32.c;wow32/wcommdlg.c;wow32/wctlm32.c;wow32/wcurcash.c;wow32/wcuricon.c;wow32/wdos.c;wow32/wgdi.c;wow32/wkbman.c;wow32/wkernel.c;wow32/wkfileio.c;wow32/wkman.c;wow32/wmdisp32.c;wow32/wmsgem.c;wow32/wole2.c;wow32/wow32.c;wow32/wow32fax.c;wow32/wres16.c;wow32/wsdata.c;wow32/wsext.c;wow32/wshell.c;wow32/wsraw.c;wow32/wstruc.c;wow32/wuclip.c;wow32/wucomm.c;wow32/wudlg.c;wow32/wumenu.c;wow32/wuser.c;wow32/wuser31.c;wow32/wusercli.c"	"base/win32;bde;dbg;dos;softpc.new;v86;vdmdbg;vdmexts;vdmredir;vdmutils;wow32"	"adapter-backed;firmware-only;not-host-runtime;overlay-required;tool-only"	"non-mvdm-owner-resolution-required"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/win32/winnls;com/ole32/olethunk;com/oleaut32/dispatch;com/oleaut32/typelib;ds/netapi/xactsrv;ds/sam/client;ds/sam/server;net/sockets/winsock2;net/sockets/winsock2.nt5;sdktools/z/inc;shell/lz/lib;windows/core/ntgdi;windows/core/ntuser"	"base/win32/winnls/test/nlstest/nlstest.h:92;base/win32/winnls/test/nlstest/nlstest.h:93;com/ole32/olethunk/ole16/inc/tchar.h:338;com/ole32/olethunk/ole16/inc/tchar.h:378;com/oleaut32/dispatch/oledisp.h:229;com/oleaut32/typelib/xstring.h:42;com/oleaut32/typelib/xstring.h:44;com/oleaut32/typelib/xstring.h:45;ds/netapi/xactsrv/xsprocsp.h:66;ds/sam/client/samclip.h:45;ds/sam/server/samsrvp.h:236;net/sockets/winsock2.nt5/wsock32/socktype.h:41;net/sockets/winsock2.nt5/wsp/msafd/socktype.h:251;net/sockets/winsock2/wsock32/socktype.h:41;net/sockets/winsock2/wsp/msafd/socktype.h:192;sdktools/z/inc/ztype.h:368;sdktools/z/inc/ztype.h:369;shell/lz/lib/translat.h:124;windows/core/ntgdi/printers/rasprint.sp1/rasddui/main.h:135;windows/core/ntuser/inc/user.h:300"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strncmp"	"14"	"7"	"dos/command/cmdmisc.c;softpc.new/base/bios/emm_fncs.c;softpc.new/base/ccpu386/ccpupig.c;softpc.new/base/debug/profile.c;softpc.new/base/system/illegalp.c;softpc.new/host/src/nt_reset.c;wow32/wkfileio.c;wow32/wkman.c"	"dos;softpc.new;wow32"	"adapter-backed;firmware-only;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;com/oleaut32/dispatch;ds/netapi/svcdlls;public/internal/base;public/sdk/inc;sdktools/wap/crtdll"	"base/crts/crtw32/h/string.h:216;base/crts/crtw32/h/tchar.h:965;base/crts/crtw32/h/tchar.h:966;base/crts/libw32/include/string.h:153;base/crts/libw32/include/tchar.h:882;base/crts/libw32/include/tchar.h:883;com/ole32/olethunk/ole16/inc/ole2int.h:57;com/ole32/olethunk/ole16/inc/string.h:76;com/ole32/olethunk/ole16/inc/tchar.h:433;com/ole32/olethunk/ole16/inc/tchar.h:454;com/oleaut32/dispatch/oledisp.h:236;ds/netapi/svcdlls/alrsvc/lmnetlib.h:44;public/internal/base/inc/tstr.h:208;public/sdk/inc/crt/string.h:153;public/sdk/inc/crt/tchar.h:882;public/sdk/inc/crt/tchar.h:883;public/sdk/inc/pcrt32.h:27;public/sdk/inc/windowsx.h:1259;sdktools/wap/crtdll/crtapi.h:321"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strncpy"	"62"	"35"	"dbg/dbg.c;dos/command/cmdenv.c;dos/command/cmdexec.c;dos/command/cmdmisc.c;dos/dem/demgset.c;dos/dem/demsrch.c;softpc.new/base/ccpu386/ccpupig.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/dos/emm_mngr.c;softpc.new/dat2obj/dat2obj.c;softpc.new/host/src/nt_nls.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrnmpipe.c;vdmutils/forcedos/forcedos.c;wow32/wcommdlg.c;wow32/wdos.c;wow32/wgfont.c;wow32/wkman.c;wow32/wstruc.c"	"dbg;dos;softpc.new;vdmdbg;vdmredir;vdmutils;wow32"	"adapter-backed;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/libw32;com/ole32/olethunk;com/oleaut32/typelib;ds/netapi/svcdlls;public/internal/base;public/internal/net;public/sdk/inc;sdktools/wap/crtdll;shell/comctl32/samples"	"base/crts/libw32/include/string.h:155;base/crts/libw32/include/tchar.h:869;base/crts/libw32/include/tchar.h:899;com/ole32/olethunk/ole16/inc/ole2ui.h:54;com/ole32/olethunk/ole16/inc/string.h:80;com/ole32/olethunk/ole16/inc/tchar.h:378;com/ole32/olethunk/ole16/inc/tchar.h:434;com/ole32/olethunk/ole16/inc/tchar.h:453;com/oleaut32/typelib/obole2.h:25;ds/netapi/svcdlls/alrsvc/lmnetlib.h:40;public/internal/base/inc/tstr.h:50;public/internal/net/inc/tstring.h:159;public/internal/net/inc/tstring.h:161;public/internal/net/inc/tstring.h:50;public/sdk/inc/crt/string.h:155;public/sdk/inc/crt/tchar.h:869;public/sdk/inc/crt/tchar.h:899;public/sdk/inc/windowsx.h:1260;sdktools/wap/crtdll/crtapi.h:322;shell/comctl32/samples/header/port32.h:10"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strrchr"	"16"	"15"	"dos/command/cmdexec.c;dos/command/cmdmisc.c;dos/command/cmdpif.c;dos/dem/demfcb.c;dos/dem/demfile.c;dos/dem/demsrch.c;softpc.new/host/src/stubs.c;wow32/wkfileio.c;wow32/wow32.c"	"dos;softpc.new;wow32"	"adapter-backed;not-host-runtime;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;ds/netapi/svcdlls;public/internal/base;public/sdk/inc;sdktools/gutils/gutils.h;sdktools/jetadmin/cola.sdk;sdktools/jetadmin/sdk;sdktools/vctools/nmake;sdktools/vctools/pmake;sdktools/wap/crtdll"	"base/crts/crtw32/h/string.h:221;base/crts/crtw32/h/tchar.h:954;base/crts/libw32/include/string.h:158;base/crts/libw32/include/tchar.h:871;com/ole32/olethunk/ole16/inc/ole2ui.h:52;com/ole32/olethunk/ole16/inc/string.h:85;com/ole32/olethunk/ole16/inc/tchar.h:436;ds/netapi/svcdlls/alrsvc/lmnetlib.h:48;public/internal/base/inc/tstr.h:195;public/sdk/inc/crt/string.h:158;public/sdk/inc/crt/tchar.h:871;public/sdk/inc/mapiutil.h:774;public/sdk/inc/pcrt32.h:32;public/sdk/inc/windowsx.h:1264;sdktools/gutils/gutils.h:16;sdktools/jetadmin/cola.sdk/netware/unicode.h:300;sdktools/jetadmin/sdk/inc32/windowsx.h:1261;sdktools/vctools/nmake/nmake.h:130;sdktools/vctools/pmake/inc/nmake.h:418;sdktools/wap/crtdll/crtapi.h:324"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strspn"	"1"	"0"	"softpc.new/base/debug/pigyoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/libw32;com/ole32/olethunk;ds/netapi/svcdlls;public/internal/base;public/sdk/inc;sdktools/vctools/pmake;sdktools/wap/crtdll"	"base/crts/libw32/include/string.h:160;base/crts/libw32/include/tchar.h:872;base/crts/libw32/include/tchar.h:968;base/crts/libw32/include/tchar.h:975;com/ole32/olethunk/ole16/inc/string.h:88;com/ole32/olethunk/ole16/inc/tchar.h:437;com/ole32/olethunk/ole16/inc/tchar.h:527;com/ole32/olethunk/ole16/inc/tchar.h:534;ds/netapi/svcdlls/alrsvc/lmnetlib.h:28;public/internal/base/inc/tstr.h:189;public/sdk/inc/crt/string.h:160;public/sdk/inc/crt/tchar.h:872;public/sdk/inc/crt/tchar.h:968;public/sdk/inc/crt/tchar.h:975;public/sdk/inc/windowsx.h:1267;sdktools/vctools/pmake/inc/nmake.h:422;sdktools/wap/crtdll/crtapi.h:325"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strstr"	"16"	"14"	"base/win32/client/vdm.c;bde/bdesym.c;dos/command/cmdmisc.c;dos/dem/demerror.c;softpc.new/host/src/config.c;vdmexts/sym.c;wow32/wgdi.c;wow32/wkernel.c;wow32/wkfileio.c;wow32/wkman.c"	"base/win32;bde;dos;softpc.new;vdmexts;wow32"	"adapter-backed;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;com/oleaut32/dispatch;ds/netapi/svcdlls;public/internal/base;public/sdk/inc;sdktools/vctools/nmake;sdktools/wap/crtdll;windows/core/ntgdi"	"base/crts/crtw32/h/string.h:224;base/crts/crtw32/h/tchar.h:956;base/crts/libw32/include/string.h:161;base/crts/libw32/include/tchar.h:873;com/ole32/olethunk/ole16/inc/string.h:89;com/ole32/olethunk/ole16/inc/tchar.h:438;com/oleaut32/dispatch/oledisp.h:237;ds/netapi/svcdlls/alrsvc/lmnetlib.h:37;public/internal/base/inc/tstr.h:196;public/sdk/inc/crt/string.h:161;public/sdk/inc/crt/tchar.h:873;public/sdk/inc/mapiutil.h:775;public/sdk/inc/mfc30/afx.h:1036;public/sdk/inc/mfc40/afx.h:541;public/sdk/inc/mfc42/afx.h:538;public/sdk/inc/pcrt32.h:36;public/sdk/inc/windowsx.h:1268;sdktools/vctools/nmake/nmake.h:137;sdktools/wap/crtdll/crtapi.h:326;windows/core/ntgdi/test/gdibench/gdibench.h:137"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strtok"	"8"	"0"	"softpc.new/base/debug/yoda.c"	"softpc.new"	"tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;ds/netapi/svcdlls;printscan/print/spooler;public/sdk/inc;sdktools/imagedit/imagedit.h;sdktools/vctools/nmake;sdktools/vctools/pmake;sdktools/wap/crtdll"	"base/crts/crtw32/h/mtdll.h:316;base/crts/crtw32/h/string.h:225;base/crts/crtw32/h/tchar.h:957;base/crts/libw32/include/string.h:162;base/crts/libw32/include/tchar.h:874;com/ole32/olethunk/ole16/inc/ole2int.h:60;com/ole32/olethunk/ole16/inc/ole2ui.h:53;com/ole32/olethunk/ole16/inc/string.h:91;com/ole32/olethunk/ole16/inc/tchar.h:439;ds/netapi/svcdlls/alrsvc/lmnetlib.h:31;printscan/print/spooler/splsetup/local.h:52;public/sdk/inc/crt/string.h:162;public/sdk/inc/crt/tchar.h:874;public/sdk/inc/pcrt32.h:37;public/sdk/inc/windowsx.h:1269;sdktools/imagedit/imagedit.h:346;sdktools/vctools/nmake/os2dll.h:73;sdktools/vctools/pmake/inc/nmake.h:424;sdktools/wap/crtdll/crtapi.h:328"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strtol"	"11"	"3"	"softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/debug/yoda.c;softpc.new/base/support/get_env.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_mem.c"	"softpc.new"	"adapter-backed;not-host-runtime;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/vctools/contents;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdlib.h:637;base/crts/crtw32/h/tchar.h:19;base/crts/crtw32/h/tchar.h:540;base/crts/libw32/include/stdlib.h:436;base/crts/libw32/include/tchar.h:463;com/ole32/olethunk/ole16/inc/stdlib.h:194;com/ole32/olethunk/ole16/inc/tchar.h:300;public/sdk/inc/crt/stdlib.h:436;public/sdk/inc/crt/tchar.h:463;sdktools/jetadmin/inc/stdlib.h:451;sdktools/jetadmin/inc/tchar.h:481;sdktools/vctools/contents/tchar.h:294;sdktools/wap/crtdll/crtapi.h:329"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"strtoul"	"5"	"4"	"dos/command/cmdconf.c;softpc.new/dat2obj/dat2obj.c;softpc.new/host/src/nt_reset.c;wow32/wkman.c"	"dos;softpc.new;wow32"	"adapter-backed;overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;com/oleaut32/typelib;public/sdk/inc;sdktools/jetadmin/inc;sdktools/vctools/contents;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdlib.h:641;base/crts/crtw32/h/tchar.h:541;base/crts/libw32/include/stdlib.h:440;base/crts/libw32/include/tchar.h:464;com/ole32/olethunk/ole16/inc/stdlib.h:198;com/ole32/olethunk/ole16/inc/tchar.h:301;com/oleaut32/typelib/ntstring.h:98;public/sdk/inc/crt/stdlib.h:440;public/sdk/inc/crt/tchar.h:464;sdktools/jetadmin/inc/stdlib.h:455;sdktools/jetadmin/inc/tchar.h:482;sdktools/vctools/contents/tchar.h:295;sdktools/wap/crtdll/crtapi.h:330"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"SuspendThread"	"2"	"0"	"softpc.new/host/src/nt_det.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"public/sdk/inc/mfc30/afxwin.h:3039;public/sdk/inc/mfc40/afxwin.h:3651;public/sdk/inc/mfc42/afxwin.h:3772;public/sdk/inc/winbase.h:2298;sdktools/jetadmin/inc/mfc/inc/afxwin.h:3772;sdktools/jetadmin/inc/winbase.h:2006;sdktools/jetadmin/sdk/inc32/winbase.h:1822;sdktools/wap/base/baseapi.h:406"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"SwapMouseButton"	"1"	"1"	"wow32/wuser.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user"	"admin/netui/common/hack/dos/windows.h:3554;com/ole32/olethunk/ole16/inc/windows.h:3665;public/sdk/inc/winuser.h:2302;sdktools/jetadmin/inc/winuser.h:2302;sdktools/jetadmin/sdk/inc32/winuser.h:2167;sdktools/wap/user/userapi.h:419"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
